buy_threshold_1,buy_threshold_2,buy_threshold_3,sell_threshold_1,sell_threshold_2,sell_threshold_3,full_total_return_pct,full_benchmark_return_pct,full_excess_return_pct,full_max_drawdown_pct,full_final_equity,full_buys,full_sells,full_strategy_score,full_cagr_pct,full_benchmark_cagr_pct,train_total_return_pct,train_benchmark_return_pct,train_excess_return_pct,train_max_drawdown_pct,train_final_equity,train_buys,train_sells,train_strategy_score,train_cagr_pct,train_benchmark_cagr_pct,test_total_return_pct,test_benchmark_return_pct,test_excess_return_pct,test_max_drawdown_pct,test_final_equity,test_buys,test_sells,test_strategy_score,test_cagr_pct,test_benchmark_cagr_pct,robust_score
65.0,70.0,75.0,10.0,15.0,25.0,602.2148982641858,370.0501494768311,232.1647487873547,-72.52372038362083,702214.8982641858,57,27,565.9530380723753,25.384479653184243,19.677088727559887,364.99666915237634,216.0207772795217,148.97589187285465,-72.52372038362083,464996.6691523764,29,18,328.73480896056594,29.21645828949948,21.15545826848697,15.195631739459747,42.357063392451934,-27.161431652992185,-49.9318820219321,115195.63173945976,8,6,-9.770309271506305,5.5534137087579705,14.445861132594809,1.570650139880406
65.0,70.0,90.0,15.0,25.0,30.0,475.5694842678049,370.0501494768311,105.51933479097386,-62.86622086145797,575569.4842678049,58,47,444.136373837076,22.52343482148531,19.677088727559887,294.8257012424846,216.0207772795217,78.80492396296293,-62.86622086145797,394825.7012424846,33,33,263.39259081175567,25.73870563553624,21.15545826848697,15.58923334960387,42.357063392451934,-26.767830042848065,-44.26929530727698,115589.23334960386,14,10,-6.545414304034619,5.6910609756005925,14.445861132594809,1.5308290040009749
65.0,75.0,80.0,10.0,15.0,20.0,757.9565031085313,370.0501494768311,387.9063536317002,-72.05031436866737,857956.5031085312,53,18,721.9313459241976,28.33369605105167,19.677088727559887,472.5785908422649,216.0207772795217,256.55781356274326,-72.05031436866737,572578.5908422649,29,10,436.5534336579312,33.7803604493196,21.15545826848697,11.477589508334528,42.357063392451934,-30.87947388411741,-51.05334716197909,111477.58950833452,11,5,-14.049084072655017,4.238586674444211,14.445861132594809,1.5166464855357873
65.0,70.0,75.0,10.0,15.0,20.0,678.7680958877431,370.0501494768311,308.7179464109121,-72.76961253470701,778768.0958877432,51,18,642.3832896203896,26.899359573262327,19.677088727559887,433.7273913469859,216.0207772795217,217.7066140674642,-72.76961253470701,533727.3913469858,23,10,397.3425850796324,32.221762704956646,21.15545826848697,12.83548200716984,42.357063392451934,-29.521581385282094,-51.20062273250184,112835.48200716983,7,5,-12.764829359081077,4.721881117788396,14.445861132594809,1.504340767784641
65.0,70.0,85.0,10.0,15.0,25.0,625.7228436635036,370.0501494768311,255.6726941866725,-69.75829605379376,725722.8436635035,54,27,590.8436956366066,25.864591096752164,19.677088727559887,373.89862656336527,216.0207772795217,157.87784928384357,-69.75829605379376,473898.6265633653,29,18,339.0194785364684,29.625777618690183,21.15545826848697,14.413420146320588,42.357063392451934,-27.943643246131344,-49.82455753826146,114413.42014632058,13,6,-10.49885862281014,5.278999629189096,14.445861132594809,1.484877302365842
70.0,75.0,80.0,10.0,20.0,30.0,620.4239612984378,370.0501494768311,250.37381182160675,-65.8287462336625,720423.9612984378,45,39,587.5095881816065,25.75758310695555,19.677088727559887,408.0437190954586,216.0207772795217,192.0229418159369,-65.8287462336625,508043.7190954586,30,26,375.1293459786274,31.13866657197144,21.15545826848697,11.47610936169794,42.357063392451934,-30.880954030754,-46.28746938124908,111476.10936169792,12,9,-11.6676253289266,4.238057888622926,14.445861132594809,1.4645517773553198
65.0,70.0,80.0,10.0,15.0,25.0,613.5020005732069,370.0501494768311,243.4518510963759,-72.2936414500353,713502.0005732069,56,27,577.3551798481893,25.61674501413038,19.677088727559887,357.1638809396039,216.0207772795217,141.14310366008223,-72.2936414500353,457163.8809396039,30,18,321.0170602145863,28.85086423470753,21.15545826848697,14.906110369017256,42.357063392451934,-27.45095302343468,-49.818116980839925,114906.11036901725,10,6,-10.002948121402708,5.451978949724512,14.445861132594809,1.4429752396594846
65.0,75.0,80.0,10.0,15.0,30.0,558.4688426626066,370.0501494768311,188.4186931857755,-71.70441709061444,658468.8426626066,57,34,522.6166341172993,24.45191580596344,19.677088727559887,336.0970060213963,216.0207772795217,120.0762287418746,-71.70441709061444,436097.00602139626,33,21,300.24479747608905,27.841010838885083,21.15545826848697,14.627382102410568,42.357063392451934,-27.729681290041366,-47.25347198891602,114627.38210241056,14,9,-8.999353892047441,5.354176270676447,14.445861132594809,1.433897318306144
65.0,70.0,85.0,15.0,25.0,30.0,455.64995369095067,370.0501494768311,85.59980421411962,-65.03841786006608,555649.9536909506,58,47,423.1307447609177,22.023593218713835,19.677088727559887,280.6926514405046,216.0207772795217,64.67187416098292,-65.03841786006608,380692.6514405046,33,33,248.1734425104716,24.97659590374688,21.15545826848697,15.588610243783286,42.357063392451934,-26.768453148668648,-44.26959573427586,115588.61024378327,14,10,-6.546187623354644,5.690843296999337,14.445861132594809,1.378235523852397
65.0,75.0,80.0,15.0,25.0,30.0,498.7196832913443,370.0501494768311,128.66953381451327,-66.67153098077311,598719.6832913443,62,47,465.38391780095776,23.08548203654908,19.677088727559887,311.3206540426543,216.0207772795217,95.29987676313264,-66.67153098077311,411320.6540426543,38,33,277.98488855226776,26.59994923916418,21.15545826848697,14.267747568452416,42.357063392451934,-28.08931582399952,-44.73951277965922,114267.7475684524,14,10,-8.102008821377195,5.227767093910951,14.445861132594809,1.354914954390071
